OrderID,CustomerID,OrderDate,TotalAmount
79,728,2024-08-10 00:00:00,15801
80,776,2024-09-19 00:00:00,55592
81,263,2023-03-10 00:00:00,23530
82,804,2025-05-15 00:00:00,56051
83,274,2025-01-15 00:00:00,9445
84,3,2024-05-27 00:00:00,20284
85,28,2023-06-16 00:00:00,65598
86,326,2025-05-13 00:00:00,46048
87,940,2024-12-30 00:00:00,0
88,149,2025-02-23 00:00:00,23780
89,540,2024-01-03 00:00:00,58763
90,488,2023-09-08 00:00:00,26909
91,822,2025-05-08 00:00:00,4504
92,438,2025-05-05 00:00:00,70652
93,65,2024-11-16 00:00:00,59572
94,356,2023-06-19 00:00:00,8485
95,533,2025-01-27 00:00:00,16511
96,252,2023-03-31 00:00:00,34373
97,235,2024-07-14 00:00:00,0
98,227,2024-03-21 00:00:00,21132
99,525,2023-10-21 00:00:00,32386
100,313,2023-05-30 00:00:00,13088
101,49,2023-05-12 00:00:00,25490
102,118,2024-03-08 00:00:00,2520
103,54,2023-02-28 00:00:00,74667
104,650,2025-04-15 00:00:00,26971
105,565,2023-07-18 00:00:00,14344
106,44,2023-08-03 00:00:00,11963
107,815,2025-06-16 00:00:00,81397
108,53,2024-07-14 00:00:00,50601
109,586,2024-04-16 00:00:00,18192
110,558,2025-01-13 00:00:00,26823
111,525,2023-09-04 00:00:00,98852
112,677,2024-01-17 00:00:00,63233
113,102,2023-08-27 00:00:00,6267
114,792,2024-01-02 00:00:00,19195
115,770,2023-06-17 00:00:00,30811
116,982,2024-07-13 00:00:00,22793
117,849,2023-02-20 00:00:00,57978
118,868,2025-03-21 00:00:00,5695
119,398,2024-09-01 00:00:00,11775
120,138,2024-12-28 00:00:00,4174
121,675,2024-11-19 00:00:00,26025
122,921,2024-01-15 00:00:00,10981
123,387,2024-04-18 00:00:00,22690
124,111,2023-03-21 00:00:00,17055
125,614,2024-11-27 00:00:00,28604
126,17,2024-01-02 00:00:00,44480
127,780,2024-04-05 00:00:00,13956
128,182,2024-06-22 00:00:00,11204
129,884,2024-03-27 00:00:00,548
130,536,2024-04-08 00:00:00,24129
131,541,2024-04-22 00:00:00,18165
132,171,2024-02-24 00:00:00,31746
133,409,2024-12-07 00:00:00,14492
134,740,2023-08-02 00:00:00,40414
135,378,2024-01-04 00:00:00,3279
136,188,2025-05-03 00:00:00,45927
137,858,2023-04-24 00:00:00,17131
138,230,2025-01-23 00:00:00,4148
139,833,2024-05-17 00:00:00,39450
140,852,2024-09-27 00:00:00,36308
141,119,2025-03-27 00:00:00,39788
142,156,2024-08-10 00:00:00,32354
143,784,2023-11-07 00:00:00,38506
144,687,2024-04-13 00:00:00,40295
145,465,2025-04-03 00:00:00,8633
146,104,2024-12-08 00:00:00,37804
147,604,2025-05-12 00:00:00,45154
148,698,2023-02-13 00:00:00,39166
149,972,2024-02-19 00:00:00,14978
150,795,2024-11-28 00:00:00,37526
151,502,2025-05-04 00:00:00,19538
152,693,2023-09-03 00:00:00,13990
153,682,2023-03-25 00:00:00,15830
154,699,2023-07-26 00:00:00,36384
155,175,2023-05-31 00:00:00,26466
156,734,2024-10-29 00:00:00,1668
157,745,2024-06-11 00:00:00,33781
158,674,2023-06-14 00:00:00,37084
159,421,2023-05-25 00:00:00,4616
160,134,2023-02-06 00:00:00,32150
161,391,2023-11-29 00:00:00,20969
162,992,2024-02-07 00:00:00,42363
163,736,2024-02-18 00:00:00,1266
164,501,2023-02-14 00:00:00,43214
165,665,2024-02-06 00:00:00,8983
166,33,2023-07-25 00:00:00,3244
167,55,2023-03-03 00:00:00,16982
168,954,2024-02-24 00:00:00,36105
169,519,2025-05-17 00:00:00,40611
170,756,2024-04-12 00:00:00,28000
171,825,2025-03-30 00:00:00,18905
172,638,2023-01-19 00:00:00,30836
173,12,2023-12-31 00:00:00,16229
174,528,2023-10-27 00:00:00,18960
175,720,2023-01-07 00:00:00,17206
176,555,2025-01-30 00:00:00,46966
177,373,2024-03-03 00:00:00,64331
178,484,2023-04-27 00:00:00,6640
179,973,2024-08-02 00:00:00,19650
180,647,2024-05-21 00:00:00,3942
181,228,2024-06-29 00:00:00,15406
182,623,2024-12-06 00:00:00,45283
183,307,2023-11-21 00:00:00,12257
184,457,2023-02-24 00:00:00,17172
185,160,2025-02-16 00:00:00,57242
186,331,2023-02-11 00:00:00,33362
187,776,2023-10-24 00:00:00,7644
188,225,2023-08-19 00:00:00,16053
189,983,2024-03-28 00:00:00,31452
190,729,2025-06-08 00:00:00,9903
191,504,2024-01-29 00:00:00,42609
192,456,2024-06-05 00:00:00,1773
193,45,2023-12-24 00:00:00,2448
194,214,2024-03-19 00:00:00,13740
195,59,2023-05-08 00:00:00,8470
196,644,2024-11-21 00:00:00,29150
197,616,2024-02-09 00:00:00,2709
198,195,2024-01-27 00:00:00,35318
199,925,2023-07-12 00:00:00,30057
200,489,2024-08-26 00:00:00,10163
201,157,2025-05-30 00:00:00,10121
202,610,2025-01-12 00:00:00,53876
203,226,2023-03-19 00:00:00,39480
204,412,2023-03-26 00:00:00,3718
205,205,2023-01-30 00:00:00,26969
206,79,2024-12-25 00:00:00,4094
207,124,2023-02-18 00:00:00,3290
208,471,2025-02-15 00:00:00,15483
209,940,2023-05-25 00:00:00,37780
210,218,2023-03-10 00:00:00,57415
211,516,2023-02-27 00:00:00,14000
212,602,2024-11-27 00:00:00,4437
213,104,2024-07-27 00:00:00,1040
214,393,2024-04-23 00:00:00,19441
215,631,2025-03-30 00:00:00,20596
216,645,2024-03-20 00:00:00,2095
217,824,2023-10-23 00:00:00,21752
218,608,2024-11-08 00:00:00,0
219,980,2023-06-20 00:00:00,43796
220,434,2024-07-28 00:00:00,36321
221,331,2023-05-27 00:00:00,23207
222,143,2024-04-28 00:00:00,20628
223,800,2023-11-02 00:00:00,36447
224,540,2024-11-03 00:00:00,0
225,278,2024-10-14 00:00:00,43768
226,233,2025-04-25 00:00:00,8456
227,529,2024-08-31 00:00:00,21376
228,571,2024-03-21 00:00:00,12227
229,90,2023-08-09 00:00:00,11740
230,492,2024-07-08 00:00:00,6825
231,199,2025-03-14 00:00:00,14804
232,362,2024-01-13 00:00:00,23171
233,441,2024-09-11 00:00:00,17719
234,26,2023-09-23 00:00:00,15819
235,25,2023-04-05 00:00:00,9737
236,394,2023-09-19 00:00:00,0
237,507,2025-04-04 00:00:00,68994
238,301,2025-06-15 00:00:00,8876
239,339,2023-03-12 00:00:00,36721
240,267,2023-08-07 00:00:00,75677
241,461,2024-06-16 00:00:00,29259
242,693,2023-04-02 00:00:00,12090
243,456,2023-05-07 00:00:00,27534
244,360,2023-03-21 00:00:00,0
245,68,2025-04-03 00:00:00,31004
246,863,2023-08-26 00:00:00,32730
247,412,2024-01-07 00:00:00,42577
248,971,2024-04-30 00:00:00,23376
249,491,2024-11-24 00:00:00,43780
250,833,2023-01-25 00:00:00,38984
251,49,2023-06-05 00:00:00,0
252,687,2024-05-31 00:00:00,18642
253,564,2024-09-23 00:00:00,17810
254,102,2025-02-27 00:00:00,8585
255,216,2024-06-13 00:00:00,8949
256,438,2024-12-10 00:00:00,43608
257,700,2023-02-26 00:00:00,48145
258,569,2024-08-27 00:00:00,33851
259,559,2023-01-19 00:00:00,23306
260,159,2024-01-19 00:00:00,34486
261,489,2025-05-14 00:00:00,26916
262,686,2023-07-12 00:00:00,6621
263,242,2023-08-25 00:00:00,30807
264,794,2024-01-22 00:00:00,18878
265,753,2024-03-01 00:00:00,32201
266,882,2023-10-04 00:00:00,9044
267,5,2023-08-15 00:00:00,4971
268,596,2025-01-14 00:00:00,4872
269,820,2024-07-05 00:00:00,34142
270,361,2023-11-19 00:00:00,40005
271,459,2023-06-02 00:00:00,20052
272,248,2024-09-30 00:00:00,19903
273,566,2023-08-25 00:00:00,43927
274,673,2023-02-24 00:00:00,833
275,946,2024-03-11 00:00:00,0
276,422,2024-11-14 00:00:00,21814
277,923,2023-04-19 00:00:00,23335
278,738,2025-05-15 00:00:00,78044
279,15,2023-07-03 00:00:00,0
280,736,2024-01-03 00:00:00,4605
281,573,2023-07-17 00:00:00,25911
282,122,2024-01-06 00:00:00,4382
283,277,2024-01-08 00:00:00,7640
284,558,2024-05-11 00:00:00,9916
285,453,2024-08-21 00:00:00,11048
286,390,2023-07-20 00:00:00,4932
287,294,2025-04-28 00:00:00,5187
288,574,2024-05-23 00:00:00,20397
289,598,2023-11-18 00:00:00,5528
290,446,2023-10-02 00:00:00,23611
291,210,2023-07-30 00:00:00,17839
292,590,2024-05-18 00:00:00,7670
293,714,2023-04-28 00:00:00,92763
294,302,2024-12-03 00:00:00,19423
295,909,2024-07-07 00:00:00,34486
296,223,2023-02-11 00:00:00,6279
297,734,2023-11-11 00:00:00,5191
298,3,2025-02-26 00:00:00,3795
299,990,2023-11-25 00:00:00,15164
300,518,2023-01-17 00:00:00,26623
301,93,2023-10-10 00:00:00,15822
302,520,2023-09-15 00:00:00,13690
303,428,2024-07-28 00:00:00,3350
304,493,2024-07-27 00:00:00,43339
305,235,2024-09-03 00:00:00,24521
306,620,2023-01-19 00:00:00,44120
307,161,2024-06-12 00:00:00,42173
308,721,2025-04-16 00:00:00,65816
309,752,2024-02-27 00:00:00,12504
310,331,2024-04-10 00:00:00,23016
311,333,2024-01-08 00:00:00,4303
312,50,2025-01-27 00:00:00,39507
313,523,2025-02-01 00:00:00,0
314,863,2023-03-22 00:00:00,7894
315,668,2024-07-04 00:00:00,27525
316,492,2024-07-01 00:00:00,11623
317,582,2024-02-28 00:00:00,28110
318,681,2024-03-04 00:00:00,3931
319,272,2024-01-23 00:00:00,42837
320,580,2024-12-09 00:00:00,33296
321,867,2024-10-31 00:00:00,14373
322,252,2023-07-23 00:00:00,21784
323,560,2023-07-15 00:00:00,2859
324,696,2024-12-28 00:00:00,0
325,832,2023-10-12 00:00:00,23034
326,699,2023-07-15 00:00:00,52103
327,90,2023-11-03 00:00:00,11130
328,446,2024-10-25 00:00:00,41093
329,332,2023-01-14 00:00:00,47427
330,139,2025-04-16 00:00:00,53928
331,357,2023-05-26 00:00:00,16041
332,601,2023-02-26 00:00:00,16354
333,274,2024-12-23 00:00:00,25824
334,19,2025-02-18 00:00:00,30747
335,983,2023-07-29 00:00:00,7980
336,311,2024-06-12 00:00:00,29387
337,870,2025-03-08 00:00:00,2407
338,886,2023-12-10 00:00:00,14548
339,978,2024-12-15 00:00:00,73909
340,154,2024-09-02 00:00:00,17123
341,390,2023-10-06 00:00:00,27783
342,260,2023-07-28 00:00:00,19740
343,620,2024-10-02 00:00:00,35987
344,883,2023-12-01 00:00:00,27933
345,797,2023-10-15 00:00:00,10542
346,571,2023-09-09 00:00:00,3176
347,125,2023-09-22 00:00:00,4200
348,354,2023-09-28 00:00:00,15812
349,273,2024-11-30 00:00:00,9504
350,619,2024-02-23 00:00:00,24174
351,811,2024-12-26 00:00:00,8816
352,245,2025-03-05 00:00:00,10872
353,848,2023-07-30 00:00:00,27447
354,450,2023-12-31 00:00:00,20507
355,930,2023-03-17 00:00:00,51861
356,247,2024-10-21 00:00:00,12016
357,520,2023-11-17 00:00:00,39574
358,141,2024-12-25 00:00:00,26349
359,362,2024-03-08 00:00:00,14060
360,8,2023-04-19 00:00:00,41849
361,478,2024-10-02 00:00:00,65076
362,352,2024-06-05 00:00:00,30440
363,996,2023-02-16 00:00:00,27515
364,495,2024-01-14 00:00:00,16896
365,606,2025-04-06 00:00:00,32110
366,833,2023-04-06 00:00:00,7834
367,427,2023-04-13 00:00:00,18464
368,39,2025-06-10 00:00:00,57157
369,593,2025-05-03 00:00:00,12957
370,187,2023-05-26 00:00:00,39659
371,596,2025-05-29 00:00:00,30029
372,600,2023-01-27 00:00:00,2121
373,754,2025-01-01 00:00:00,59012
374,854,2024-06-13 00:00:00,21574
375,93,2024-11-09 00:00:00,29974
376,86,2023-03-23 00:00:00,73080
377,44,2024-03-03 00:00:00,39035
378,137,2024-08-06 00:00:00,6876
379,421,2025-04-01 00:00:00,4462
380,74,2024-04-23 00:00:00,7940
381,548,2025-02-04 00:00:00,7962
382,613,2023-06-11 00:00:00,20111
383,988,2025-04-18 00:00:00,2519
384,512,2024-02-06 00:00:00,1700
385,156,2024-05-22 00:00:00,32547
386,938,2023-02-07 00:00:00,5725
387,255,2024-05-25 00:00:00,60676
388,171,2024-01-28 00:00:00,15045
389,981,2024-12-13 00:00:00,35361
390,728,2024-05-08 00:00:00,3684
391,170,2023-07-19 00:00:00,28346
392,764,2023-09-12 00:00:00,82743
393,872,2023-06-28 00:00:00,23877
394,322,2024-06-30 00:00:00,66857
395,567,2024-08-16 00:00:00,17886
396,456,2024-01-24 00:00:00,34647
397,944,2024-02-02 00:00:00,13014
398,603,2025-01-01 00:00:00,0
399,790,2023-06-07 00:00:00,23585
400,613,2023-01-04 00:00:00,10305
401,155,2023-06-16 00:00:00,27326
402,889,2024-04-12 00:00:00,3038
403,349,2024-02-13 00:00:00,39991
404,451,2024-02-16 00:00:00,17315
405,876,2023-07-23 00:00:00,2775
406,653,2023-07-13 00:00:00,3830
407,173,2023-08-23 00:00:00,14180
408,10,2024-12-18 00:00:00,37674
409,740,2023-05-30 00:00:00,21983
410,265,2023-06-08 00:00:00,8017
411,438,2023-10-06 00:00:00,9920
412,760,2025-03-26 00:00:00,29112
413,247,2024-02-08 00:00:00,0
414,667,2025-06-11 00:00:00,17070
415,546,2024-11-08 00:00:00,3179
416,499,2023-11-07 00:00:00,37964
417,129,2023-03-09 00:00:00,27566
418,672,2024-04-07 00:00:00,8925
419,601,2023-03-29 00:00:00,39793
420,605,2023-08-05 00:00:00,27900
421,327,2023-01-01 00:00:00,19604
422,753,2023-05-15 00:00:00,29602
423,835,2024-11-27 00:00:00,34123
424,980,2023-12-17 00:00:00,0
425,404,2023-05-20 00:00:00,37399
426,629,2024-09-09 00:00:00,30044
427,606,2023-05-13 00:00:00,5630
428,675,2024-09-11 00:00:00,41940
429,611,2023-06-27 00:00:00,31639
430,625,2025-03-20 00:00:00,33254
431,359,2023-12-24 00:00:00,0
432,603,2024-01-15 00:00:00,27854
433,858,2025-05-20 00:00:00,16140
434,718,2024-10-19 00:00:00,35477
435,17,2024-03-25 00:00:00,46368
436,274,2024-08-08 00:00:00,4887
437,685,2024-04-07 00:00:00,21241
438,116,2023-04-18 00:00:00,17619
439,861,2023-05-02 00:00:00,4398
440,980,2023-01-17 00:00:00,22370
441,693,2023-07-15 00:00:00,48756
442,91,2023-11-23 00:00:00,24394
443,82,2023-11-14 00:00:00,11921
444,324,2025-03-19 00:00:00,37381
445,961,2024-04-23 00:00:00,19252
446,114,2023-09-09 00:00:00,32600
447,769,2024-05-17 00:00:00,42691
448,58,2023-04-29 00:00:00,0
449,154,2024-11-04 00:00:00,62758
450,877,2024-12-10 00:00:00,48088
451,404,2024-05-12 00:00:00,9687
452,628,2024-04-30 00:00:00,2448
453,855,2023-02-14 00:00:00,9405
454,266,2023-11-10 00:00:00,6655
455,315,2023-06-28 00:00:00,25427
456,715,2025-06-12 00:00:00,10907
457,41,2024-02-22 00:00:00,5934
458,105,2024-07-09 00:00:00,10224
459,901,2025-02-21 00:00:00,21156
460,890,2023-03-19 00:00:00,5898
461,193,2023-11-22 00:00:00,18853
462,401,2024-11-20 00:00:00,56292
463,278,2023-12-23 00:00:00,12135
464,354,2024-02-20 00:00:00,25845
465,749,2024-05-29 00:00:00,52073
466,937,2023-08-02 00:00:00,46795
467,733,2025-05-03 00:00:00,4200
468,580,2023-03-15 00:00:00,2832
469,709,2024-07-16 00:00:00,17601
470,256,2024-08-01 00:00:00,18574
471,651,2024-05-23 00:00:00,20255
472,824,2023-11-28 00:00:00,11430
473,947,2023-04-03 00:00:00,38205
474,661,2024-11-18 00:00:00,30060
475,99,2024-10-18 00:00:00,0
476,588,2024-06-02 00:00:00,24605
477,282,2023-09-26 00:00:00,15234
478,883,2024-01-11 00:00:00,15024
479,403,2025-04-13 00:00:00,46811
480,109,2023-01-04 00:00:00,37668
481,700,2023-05-18 00:00:00,1386
482,199,2023-08-19 00:00:00,10942
483,303,2024-08-22 00:00:00,11957
484,327,2024-06-12 00:00:00,38687
485,154,2023-02-21 00:00:00,25317
486,552,2024-10-07 00:00:00,20825
487,645,2024-12-23 00:00:00,24536
488,405,2023-11-21 00:00:00,37342
489,462,2024-12-31 00:00:00,22436
490,132,2024-12-17 00:00:00,11860
491,791,2024-12-23 00:00:00,2191
492,874,2023-10-04 00:00:00,6060
493,84,2024-06-19 00:00:00,23481
494,399,2024-04-30 00:00:00,31022
495,754,2024-05-30 00:00:00,14448
496,628,2023-06-01 00:00:00,16369
497,109,2024-04-27 00:00:00,27206
498,221,2023-09-16 00:00:00,66252
499,904,2023-11-20 00:00:00,24166
500,553,2025-05-18 00:00:00,14065
501,368,2023-06-17 00:00:00,39381
502,147,2024-11-18 00:00:00,8079
503,112,2023-11-06 00:00:00,15782
504,615,2025-03-13 00:00:00,6460
505,558,2024-04-23 00:00:00,28209
506,924,2023-02-25 00:00:00,22337
507,494,2024-09-11 00:00:00,17153
508,505,2024-04-17 00:00:00,18690
509,475,2023-10-23 00:00:00,23530
510,836,2024-04-05 00:00:00,8371
511,890,2023-11-20 00:00:00,29714
512,271,2025-03-24 00:00:00,17320
513,995,2025-04-25 00:00:00,2941
514,421,2023-05-21 00:00:00,17373
515,897,2024-10-28 00:00:00,25299
516,707,2023-09-19 00:00:00,15712
517,367,2025-02-23 00:00:00,20836
518,280,2024-02-24 00:00:00,56300
519,283,2025-01-13 00:00:00,26335
520,40,2023-08-29 00:00:00,18751
521,959,2023-12-21 00:00:00,15364
522,189,2025-04-28 00:00:00,44405
523,164,2025-02-08 00:00:00,47371
524,994,2025-01-30 00:00:00,16901
525,989,2024-08-11 00:00:00,41255
526,536,2023-06-29 00:00:00,25624
527,536,2023-03-07 00:00:00,31726
528,4,2025-03-30 00:00:00,19300
529,835,2023-12-14 00:00:00,19760
530,290,2023-06-20 00:00:00,60226
531,953,2024-04-18 00:00:00,80220
532,433,2024-06-17 00:00:00,41711
533,471,2024-01-02 00:00:00,28885
534,181,2023-04-17 00:00:00,17592
535,248,2024-03-14 00:00:00,1317
536,628,2025-04-14 00:00:00,41054
537,279,2023-08-15 00:00:00,29972
538,877,2024-03-19 00:00:00,23880
539,581,2024-03-17 00:00:00,7345
540,863,2024-01-31 00:00:00,56988
541,254,2024-12-28 00:00:00,19689
542,181,2024-08-03 00:00:00,20452
543,830,2023-03-25 00:00:00,48113
544,681,2024-09-06 00:00:00,4523
545,825,2024-07-04 00:00:00,47766
546,509,2023-01-13 00:00:00,21986
547,761,2025-03-19 00:00:00,20995
548,700,2025-04-04 00:00:00,28754
549,566,2024-11-23 00:00:00,12632
550,326,2024-05-07 00:00:00,9038
551,357,2023-09-25 00:00:00,0
552,825,2024-06-08 00:00:00,57711
553,650,2023-04-30 00:00:00,33514
554,680,2023-12-19 00:00:00,29833
555,391,2023-02-26 00:00:00,38183
556,615,2023-02-09 00:00:00,28654
557,934,2025-06-04 00:00:00,11361
558,85,2023-12-02 00:00:00,14590
559,317,2024-10-01 00:00:00,14224
560,212,2023-06-22 00:00:00,30969
561,515,2024-06-30 00:00:00,40209
562,384,2023-09-16 00:00:00,58298
563,691,2025-06-06 00:00:00,8046
564,342,2024-05-31 00:00:00,11726
565,815,2024-12-30 00:00:00,9772
566,964,2024-06-06 00:00:00,18257
567,988,2025-06-12 00:00:00,37669
568,844,2025-04-18 00:00:00,35156
569,38,2023-04-27 00:00:00,45408
570,511,2023-07-03 00:00:00,23052
571,420,2025-05-23 00:00:00,31880
572,751,2023-04-26 00:00:00,31478
573,169,2023-06-11 00:00:00,13182
574,965,2024-08-01 00:00:00,6772
575,909,2024-12-12 00:00:00,18438
576,343,2024-06-26 00:00:00,27203
577,826,2024-08-09 00:00:00,19350
578,306,2023-08-25 00:00:00,26888
579,542,2025-04-18 00:00:00,21843
580,702,2023-03-07 00:00:00,21704
581,869,2023-03-11 00:00:00,23247
582,537,2025-03-19 00:00:00,31088
583,112,2024-03-22 00:00:00,29594
584,411,2024-02-20 00:00:00,15435
585,947,2024-06-15 00:00:00,37203
586,206,2024-03-16 00:00:00,8740
587,185,2025-01-07 00:00:00,15472
588,382,2024-04-08 00:00:00,0
589,496,2024-01-31 00:00:00,11725
590,379,2024-12-11 00:00:00,35847
591,47,2024-07-04 00:00:00,12777
592,886,2024-10-18 00:00:00,51795
593,740,2024-07-10 00:00:00,8996
594,551,2024-01-30 00:00:00,11901
595,528,2023-11-22 00:00:00,48924
596,504,2025-06-11 00:00:00,17460
597,22,2023-04-01 00:00:00,22790
598,213,2025-01-19 00:00:00,27575
599,310,2023-03-11 00:00:00,21096
600,661,2023-06-15 00:00:00,52690
601,968,2024-10-03 00:00:00,21506
602,753,2023-08-02 00:00:00,3366
603,272,2025-05-01 00:00:00,43685
604,571,2024-08-23 00:00:00,0
605,799,2023-12-01 00:00:00,52432
606,938,2025-02-02 00:00:00,19757
607,202,2024-01-04 00:00:00,19837
608,32,2025-05-10 00:00:00,18576
609,443,2024-08-06 00:00:00,10224
610,162,2024-11-07 00:00:00,16431
611,767,2023-02-18 00:00:00,9633
612,254,2023-02-21 00:00:00,79394
613,521,2023-10-16 00:00:00,17003
614,977,2025-02-28 00:00:00,27355
615,651,2024-09-17 00:00:00,15519
616,480,2023-08-27 00:00:00,10868
617,10,2023-05-13 00:00:00,25468
618,726,2025-02-24 00:00:00,30372
619,505,2023-06-15 00:00:00,19289
620,785,2024-01-09 00:00:00,13472
621,836,2024-01-08 00:00:00,55396
622,560,2025-03-15 00:00:00,39344
623,436,2024-04-22 00:00:00,42136
624,111,2025-01-24 00:00:00,2166
625,153,2024-04-23 00:00:00,13410
626,635,2025-04-11 00:00:00,20095
627,917,2024-10-11 00:00:00,2553
628,869,2024-08-13 00:00:00,3439
629,102,2024-11-12 00:00:00,8702
630,753,2024-09-26 00:00:00,20220
631,833,2024-11-18 00:00:00,1104
632,191,2023-10-27 00:00:00,14866
633,729,2023-03-23 00:00:00,19008
634,563,2023-03-28 00:00:00,22078
635,804,2023-08-13 00:00:00,26055
636,81,2023-01-16 00:00:00,9996
637,489,2025-04-01 00:00:00,15184
638,895,2023-12-24 00:00:00,54786
639,88,2023-06-12 00:00:00,12403
640,194,2024-09-01 00:00:00,19328
641,104,2024-10-29 00:00:00,2004
642,783,2024-05-28 00:00:00,5472
643,96,2023-12-16 00:00:00,19639
644,423,2024-11-11 00:00:00,44202
645,891,2024-04-08 00:00:00,31585
646,198,2025-04-06 00:00:00,11257
647,1,2025-04-16 00:00:00,1045
648,407,2024-01-10 00:00:00,38041
649,378,2023-04-02 00:00:00,6189
650,167,2023-06-30 00:00:00,6252
651,509,2025-01-12 00:00:00,28982
652,638,2023-10-28 00:00:00,27178
653,313,2024-10-21 00:00:00,0
654,593,2025-03-02 00:00:00,2977
655,418,2023-07-08 00:00:00,50971
656,763,2025-05-08 00:00:00,32246
657,681,2025-05-11 00:00:00,23176
658,477,2023-11-10 00:00:00,26147
659,73,2024-05-07 00:00:00,55917
660,141,2023-05-08 00:00:00,26899
661,582,2024-06-02 00:00:00,47491
662,262,2024-03-01 00:00:00,25729
663,340,2024-07-12 00:00:00,39786
664,308,2024-07-18 00:00:00,23954
665,245,2023-07-06 00:00:00,0
666,515,2024-07-03 00:00:00,17777
667,337,2024-03-28 00:00:00,23170
668,575,2024-04-15 00:00:00,30208
669,561,2025-01-07 00:00:00,6636
670,76,2024-07-18 00:00:00,16406
671,880,2023-08-12 00:00:00,22194
672,175,2023-06-03 00:00:00,44540
673,109,2024-07-13 00:00:00,20822
674,183,2023-12-17 00:00:00,20155
675,192,2023-05-27 00:00:00,10200
676,65,2024-07-29 00:00:00,54903
677,849,2023-12-15 00:00:00,35362
678,963,2023-07-01 00:00:00,9660
679,474,2024-09-28 00:00:00,26897
680,783,2023-06-28 00:00:00,46365
681,100,2023-02-08 00:00:00,2994
682,544,2025-02-10 00:00:00,14992
683,864,2025-06-12 00:00:00,20802
684,128,2023-01-03 00:00:00,38214
685,452,2023-03-05 00:00:00,41985
686,914,2023-01-29 00:00:00,24894
687,369,2024-01-07 00:00:00,20481
688,851,2024-06-06 00:00:00,44885
689,43,2023-04-07 00:00:00,13832
690,884,2025-05-19 00:00:00,13386
691,419,2024-03-17 00:00:00,27481
692,488,2023-07-22 00:00:00,5295
693,78,2024-02-15 00:00:00,12825
694,826,2023-01-21 00:00:00,73386
695,801,2024-07-04 00:00:00,3990
696,270,2025-01-04 00:00:00,19548
697,674,2023-04-12 00:00:00,11696
698,701,2023-02-15 00:00:00,9356
