OrderDetailID,OrderID,ProductID,Quantity,UnitPrice
188,4277,26,1,588
189,4115,109,4,2358
190,1250,54,1,2813
191,3167,44,1,4454
192,1246,105,3,1350
193,54,37,5,4060
194,2911,9,1,1514
195,2397,94,2,1091
196,443,13,5,499
197,4676,112,4,4504
198,3612,60,5,4155
199,4378,106,3,4199
200,2408,80,3,1667
201,823,110,4,3917
202,3703,2,4,2373
203,2940,95,4,1225
204,4737,60,3,3423
205,1032,57,5,2703
206,2017,115,1,3599
207,563,43,1,1665
208,2539,19,2,1018
209,341,11,3,4719
210,4568,78,4,4721
211,3776,47,5,1415
212,2297,89,3,4219
213,235,63,2,1754
214,1117,7,1,3558
215,1909,79,5,1713
216,1418,94,1,341
217,4920,31,5,4398
218,1292,88,4,4432
219,3489,55,5,1050
220,4728,25,4,3169
221,3655,72,3,393
222,529,30,1,4405
223,3325,36,5,887
224,1981,50,5,1732
225,2940,14,2,3173
226,1330,29,1,4170
227,1234,27,3,2376
228,1754,117,4,4605
229,2801,50,3,3414
230,2934,36,2,1591
231,2760,34,3,4653
232,2776,21,4,2701
233,3488,38,1,2360
234,3851,75,2,1931
235,2528,97,5,485
236,4998,79,5,627
237,891,76,1,1511
238,2066,88,3,3450
239,1189,50,5,4297
240,4298,37,2,489
241,741,75,4,1325
242,1370,120,3,3738
243,1390,117,4,3892
244,2001,19,3,940
245,1472,118,2,1477
246,1537,1,4,334
247,319,81,2,213
248,2265,40,4,3238
249,1895,55,3,908
250,3712,80,2,2250
251,4820,26,3,510
252,2823,43,3,1418
253,4509,59,4,4186
254,1276,51,4,1687
255,3084,120,2,1160
256,401,107,5,166
257,724,15,1,2353
258,2330,8,4,440
259,1136,94,3,4077
260,2771,14,1,2573
261,4847,97,2,1055
262,268,106,1,4404
263,570,7,1,2110
264,2557,18,5,1988
265,1974,12,5,468
266,546,2,1,1862
267,2823,50,5,1093
268,4461,93,5,181
269,4643,21,1,1287
270,271,7,4,476
271,739,116,5,102
272,1258,91,1,783
273,59,12,4,3289
274,4182,84,5,3827
275,4859,57,1,863
276,390,78,5,365
277,719,74,4,2582
278,4245,105,1,2829
279,4679,23,4,824
280,121,30,3,2940
281,2653,111,2,2523
282,2304,58,3,2513
283,4862,95,5,4962
284,2912,52,4,2575
285,800,56,1,1164
286,3381,10,4,2391
287,2107,19,5,2992
288,1110,19,1,4498
289,1251,108,3,4565
290,2641,87,4,2422
291,1650,59,2,146
292,1346,44,5,2264
293,2957,105,5,3761
294,2447,59,4,2664
295,4995,96,3,3425
296,3365,84,3,2766
297,485,4,2,855
298,803,97,2,3344
299,1716,112,4,1552
300,1916,65,1,1004
301,3484,13,3,2554
302,1758,67,1,3587
303,1810,12,1,4160
304,3008,93,4,3863
305,3226,55,2,878
306,3496,61,1,1890
307,2321,95,4,1701
308,1671,41,2,4839
309,4616,36,1,4608
310,1152,2,1,3943
311,4748,22,2,3775
312,2224,22,2,3957
313,2668,41,5,1105
314,211,95,5,2800
315,2495,116,4,331
316,4682,120,4,3753
317,4263,109,3,4686
318,2508,14,5,2233
319,2964,93,2,3936
320,3429,35,5,1790
321,3376,50,4,1323
322,3956,9,4,2303
323,3706,111,4,997
324,3406,118,2,1969
325,4039,96,1,251
326,1053,59,4,1451
327,714,56,5,271
328,2889,91,1,1529
329,688,10,5,4957
330,330,25,4,3533
331,1747,113,2,3299
332,1208,45,1,1998
333,2143,97,1,1459
334,785,11,4,792
335,2697,101,4,199
336,3821,9,4,3542
337,3719,7,3,3149
338,2694,71,2,2020
339,626,34,2,527
340,4235,83,4,686
341,3709,20,3,3067
342,762,114,4,3304
343,3980,106,4,355
344,3530,89,2,1573
345,1556,5,3,820
346,3634,112,2,2100
347,676,93,4,3107
348,4188,55,5,2727
349,37,91,1,4602
350,3837,89,4,2389
351,1788,101,3,4310
352,2728,15,5,1831
353,3881,118,3,2277
354,1895,48,4,1680
355,137,4,4,3326
356,3077,78,1,1093
357,3884,120,3,2096
358,662,113,5,4690
359,1811,81,1,1952
360,415,21,3,181
361,343,80,4,3950
362,2730,90,1,3112
363,3451,9,4,2816
364,3666,66,2,1555
365,3738,107,2,1297
366,3898,79,1,3212
367,4242,35,1,3016
368,4419,88,3,1411
369,2170,112,5,660
370,1879,117,5,2204
371,3971,51,2,2153
372,4697,118,2,1698
373,4571,102,2,1044
374,2618,78,4,678
375,1516,101,5,1014
376,575,37,1,261
377,4443,6,2,874
378,2868,82,3,156
379,3545,86,1,1289
380,4478,82,1,4144
381,72,51,1,645
382,2569,66,5,3080
383,3438,96,2,4242
384,2981,17,3,1513
385,1118,65,4,2515
386,2387,9,3,4183
387,3509,13,3,3488
388,1360,100,3,3303
389,4760,101,4,1512
390,1516,58,3,2729
391,40,30,3,671
392,1383,31,2,1840
393,2031,23,2,4027
394,2622,63,2,447
395,1901,114,1,944
396,2218,28,3,2765
397,4797,59,5,4692
398,4607,10,5,4891
399,1284,89,5,3690
400,584,100,4,2599
401,459,90,2,642
402,2266,26,2,315
403,2667,109,2,3000
404,816,77,4,4493
405,2512,17,3,1469
406,247,40,1,385
407,4826,68,2,3159
408,417,23,3,4321
409,4464,35,5,150
410,3718,75,1,1825
411,108,76,5,4666
412,2632,9,3,1499
413,839,79,3,3536
414,4514,45,5,3403
415,4917,37,1,2817
416,1422,69,5,1429
417,4779,19,5,4633
418,3913,75,5,3422
419,256,73,1,2998
420,2828,99,4,2489
421,838,114,1,848
422,2963,27,5,623
423,2283,13,2,754
424,553,57,2,4701
425,181,60,3,4594
426,4253,12,4,3053
427,1478,9,3,3289
428,571,106,3,2208
429,4953,92,2,2038
430,1728,77,1,1304
431,592,84,3,4139
432,4517,116,3,4182
433,2261,77,4,4162
434,2948,27,2,364
435,348,90,1,3434
436,166,63,4,811
437,4444,93,1,1012
438,2897,29,1,1834
439,4494,22,3,1545
440,583,73,4,2236
441,3507,88,3,431
442,4404,106,5,3949
443,3039,19,1,3934
444,2846,38,4,251
445,2767,95,2,807
446,4195,39,3,520
447,1266,15,5,352
448,4254,54,5,1098
449,4650,32,5,3655
450,4747,115,3,392
451,2968,110,2,1340
452,2275,112,4,268
453,2471,46,1,2881
454,2291,61,2,136
455,2578,93,3,1544
456,3661,52,4,4491
457,1069,34,1,2467
458,2737,73,4,1022
459,4830,35,1,1920
460,1951,70,1,2542
461,92,37,5,4844
462,3094,78,3,4478
463,2220,61,2,1762
464,1388,111,5,1098
465,4275,114,5,4281
466,2286,49,4,4402
467,3207,9,1,4046
468,2925,19,1,2624
469,280,87,4,230
470,1619,105,3,4331
471,2788,28,1,3517
472,371,80,5,2317
473,3184,26,5,3116
474,3835,38,1,1286
475,1704,40,1,4394
476,2269,25,3,4934
477,304,99,1,2912
478,3775,118,3,1617
479,1349,69,5,4298
480,2423,71,3,4743
481,3629,23,1,105
482,2429,89,2,810
483,3034,65,1,111
484,669,22,2,2250
485,500,64,5,1813
486,1415,117,4,4622
487,530,68,5,4366
488,3622,58,5,4284
489,3457,28,5,3518
490,755,112,3,3382
491,2348,78,5,3704
492,4911,97,4,2747
493,727,68,1,3696
494,4827,106,2,4082
495,4924,75,5,277
496,2650,103,2,2710
497,2047,96,5,4613
498,2816,4,3,653
499,875,1,2,3489
500,3280,26,5,341
501,2985,33,5,4099
502,2179,81,4,1479
503,3808,27,4,1696
504,608,42,4,3629
505,635,69,3,2104
506,4580,71,2,2046
507,2728,64,3,1400
508,1075,25,1,3189
509,1915,72,5,3495
510,589,98,5,1170
511,3232,105,5,3884
512,2305,4,4,1888
513,3839,12,5,4387
514,1974,58,4,1872
515,2056,95,1,3905
516,3481,11,3,2314
517,2080,101,3,156
518,3053,108,3,337
519,4483,59,4,832
520,1252,117,2,3989
521,3796,36,2,2924
522,3823,109,1,1327
523,4303,22,2,4337
524,3390,65,1,2554
525,1781,50,5,4405
526,2605,4,3,867
527,3689,100,4,3483
528,4889,72,1,2524
529,1725,89,4,3524
530,2785,92,4,4648
531,3720,52,3,813
532,1678,102,5,185
533,449,100,5,1678
534,4688,100,2,2116
535,82,43,5,3586
536,1407,105,3,3527
537,1481,46,4,3814
538,1080,4,1,4839
539,3599,13,1,1371
540,4515,38,5,3913
541,4184,45,2,1724
542,3681,25,1,2508
543,2704,67,2,4945
544,4311,55,1,2951
545,3757,96,2,1497
546,1759,39,2,2065
547,2600,65,4,4256
548,2551,75,3,3341
549,3854,2,1,1630
550,2747,69,5,874
551,2293,120,3,2561
552,1502,86,4,215
553,4405,62,4,1449
554,231,46,4,2845
555,4251,77,5,3343
556,1199,112,1,2947
557,115,87,1,726
558,1414,111,2,4718
559,4407,31,2,1739
560,993,99,2,2322
561,2348,102,5,3045
562,1042,105,3,2521
563,12,35,1,4827
564,3677,45,2,336
565,4826,77,5,3157
566,3066,54,5,1067
567,2037,71,2,4638
568,3047,69,4,2931
569,2351,29,4,4027
570,541,72,4,1119
571,2861,8,2,2106
572,77,54,5,2993
573,3068,7,5,1662
574,24,83,1,941
575,676,103,4,4830
576,2395,23,2,2303
577,4268,100,1,912
578,3399,106,5,3999
579,2760,32,1,3861
580,489,62,4,3297
581,1486,45,3,1809
582,3660,68,4,1164
583,3236,30,4,4381
584,2420,115,2,2608
585,3496,106,3,1818
586,757,39,3,3432
587,2525,5,3,2693
588,4251,67,5,1572
589,257,22,1,798
590,1780,28,5,1044
591,4770,22,3,236
592,2116,86,2,1325
593,3349,98,4,2802
594,4769,29,4,4816
595,1473,43,5,2304
596,259,42,5,3426
597,4076,60,2,2328
598,307,119,4,2556
599,1119,77,5,3902
600,3018,71,1,3199
601,4342,74,5,3834
602,2781,92,5,4807
603,1659,68,3,1638
604,187,59,1,1668
605,1798,96,1,3370
606,925,86,2,4264
607,785,84,3,701
608,3445,112,1,2164
609,3197,84,3,4006
610,1361,6,3,645
611,341,73,4,283
612,563,28,1,937
613,4747,77,4,1992
614,3000,31,5,1488
615,1194,39,5,2041
616,3111,50,4,1557
617,69,78,5,3370
618,2429,86,4,2900
619,3599,37,2,3403
620,2373,118,3,2870
621,4557,109,2,1553
622,844,88,1,3735
623,574,72,2,3386
624,4215,15,2,1272
625,2597,51,5,1811
626,4742,105,4,880
627,1479,70,1,1128
628,2074,23,5,4823
629,1514,25,1,2350
630,969,95,3,4249
631,2197,46,4,4483
632,1512,93,5,3769
633,655,23,2,1168
634,2993,10,3,383
635,4651,73,2,932
636,4521,113,1,4777
637,293,77,3,3588
638,2602,32,5,4467
639,4527,113,2,3312
640,4413,51,2,1016
641,4494,109,1,670
642,1589,41,1,2899
643,596,65,4,2194
644,2594,65,4,3338
645,2124,101,1,4667
646,1944,40,4,720
647,916,18,2,4872
648,3870,36,1,870
649,2795,31,3,4893
650,3079,54,1,3447
651,976,63,5,1714
652,1076,1,5,164
653,2990,111,1,3798
654,3468,52,3,301
655,1452,100,1,4337
656,3824,57,3,3269
657,3933,9,2,2964
658,2029,86,2,1257
659,363,120,3,2409
660,2430,92,4,201
661,3633,90,2,476
662,2319,116,5,305
663,3086,74,1,3824
664,2346,56,4,4956
665,3599,47,5,2157
666,4330,3,1,3763
667,1732,2,5,1734
668,27,54,4,1160
669,93,37,3,2923
670,2665,56,1,989
671,309,31,5,1662
672,52,97,5,3295
673,319,96,4,4598
674,1993,107,4,910
675,4277,12,4,1158
676,3892,58,3,1360
677,4743,67,2,2646
678,3957,119,5,611
679,2693,112,3,1946
680,3019,26,5,4512
681,2025,78,3,4498
682,4432,12,1,1225
683,1526,116,2,3760
684,1279,90,5,4277
685,514,16,4,757
686,4338,53,2,152
687,1734,72,5,4540
688,3371,49,1,1208
689,3922,49,5,1086
690,2501,92,5,4836
691,3465,7,5,310
692,2260,15,2,875
693,4764,105,5,1014
694,4690,36,4,4378
695,2660,72,3,605
696,256,74,4,3398
697,1503,15,1,1957
698,4657,119,2,4288
699,2111,62,3,4525
700,407,18,2,2337
701,2850,46,2,3013
702,3177,101,5,3101
703,1861,105,4,360
704,4355,109,3,809
705,723,61,5,2051
706,1283,115,3,2470
707,614,43,4,187
708,3332,44,5,3489
709,3117,99,3,3394
710,1979,66,5,2834
711,813,55,2,2356
712,1787,86,1,1172
713,331,79,3,3707
714,2213,101,4,4021
715,1217,39,3,3069
716,4483,100,1,2410
717,3338,5,3,3377
718,2376,57,3,3852
719,1241,112,3,3668
720,320,15,4,4069
721,4495,91,1,2817
722,1915,16,1,1588
723,4201,57,4,1758
724,4792,100,3,2167
725,330,102,3,2715
726,660,82,1,3117
727,3689,99,3,1231
728,3119,25,2,2287
729,4917,22,3,370
730,1973,120,3,1696
731,1794,31,5,3626
732,3219,101,1,4479
733,4558,34,1,465
734,2534,87,2,2631
735,2458,16,2,102
736,3101,70,2,3151
737,4367,59,1,883
738,2734,15,5,2311
739,4481,82,5,4583
740,4156,102,4,1132
741,220,13,1,2159
742,2819,24,4,4269
743,1907,13,3,337
744,2612,65,2,3983
745,2594,112,4,3279
746,96,36,4,2085
747,989,49,1,1562
748,1113,82,2,971
749,2279,48,2,1321
750,246,97,5,1766
751,2159,102,4,3536
752,4330,43,5,1756
753,3350,6,4,1231
754,2726,81,1,2071
755,4078,68,1,910
756,4899,14,3,155
757,2667,30,4,3623
758,3200,110,4,2762
759,2755,84,2,3379
760,1418,8,2,1633
761,655,54,5,4111
762,2443,66,3,1033
763,111,101,1,762
764,90,4,4,3945
765,763,74,5,3123
766,3173,84,3,2777
767,2180,60,2,243
768,2505,120,3,3375
769,1465,53,5,4424
770,98,99,1,339
771,293,112,2,2104
772,1840,74,2,3869
773,1735,92,1,4346
774,2620,15,2,3496
775,4748,100,5,902
776,2197,1,2,452
777,3467,22,4,2074
778,1907,91,3,1233
779,1722,93,5,4661
780,3692,15,1,1163
781,1817,74,5,1495
782,253,84,4,1648
783,4228,22,2,1630
784,3520,50,2,152
785,1908,48,5,3251
786,1911,117,2,2886
787,2522,73,2,1244
788,3850,120,4,2212
789,1059,51,1,395
790,3539,96,3,3089
791,2323,17,5,4842
792,187,106,1,1680
793,949,83,3,2525
794,2291,104,1,2727
795,4360,91,5,4905
796,4618,51,4,4262
797,4879,37,4,1693
798,4631,98,4,609
799,210,111,1,1991
800,2094,49,5,1561
801,3539,59,2,2099
802,1564,10,2,2070
803,26,30,4,1651
804,175,85,1,3951
805,1335,21,2,201
806,322,118,1,1560
807,4151,34,5,2946
808,4048,73,4,833
809,3228,98,3,3192
810,1873,50,4,2534
811,2068,76,3,632
812,333,47,2,191
813,2992,85,3,1919
814,911,84,1,1256
815,4497,6,3,604
816,950,50,2,4882
817,2076,109,2,2295
818,2515,100,4,1033
819,3332,63,2,1355
820,3030,12,1,983
821,101,41,3,3336
822,4647,31,5,4509
823,2401,2,2,2804
824,3372,16,3,4159
825,2344,1,4,4418
826,353,4,5,4611
827,2956,47,4,2209
828,1019,116,1,4819
829,1180,65,4,2523
830,3537,52,3,2746
831,3651,47,5,4600
832,2503,99,4,1378
833,3820,77,4,489
834,980,50,1,1748
835,4835,45,3,865
836,977,42,4,447
837,1372,95,3,3673
838,2281,84,2,1445
839,4577,56,1,3105
840,108,71,1,2664
841,973,57,1,429
842,1627,104,3,3634
843,704,33,4,3893
844,875,28,4,1073
845,3810,114,3,1345
846,2412,44,3,2337
847,2108,114,2,2719
848,3554,56,5,304
849,1274,44,5,2359
850,560,84,1,4284
851,117,96,4,3102
852,4970,73,1,462
853,3047,34,4,3542
854,44,14,4,431
855,509,68,2,3068
856,3440,29,3,4903
857,3929,79,3,521
858,4945,17,3,862
859,917,83,5,2883
860,2946,102,3,2857
861,799,9,5,348
862,4972,27,1,3646
863,1761,49,5,582
864,2334,79,4,3575
865,3276,37,2,3958
866,819,28,2,3332
867,2169,50,4,2395
868,3736,55,1,4514
869,3066,4,2,3111
870,3260,85,4,799
871,907,120,2,4726
872,4109,98,5,4191
873,603,19,2,3927
874,4296,37,5,2047
875,2634,4,5,3961
876,1792,37,2,1467
877,3528,51,2,222
878,4544,32,5,849
879,1812,45,2,4514
880,3912,112,1,1697
881,841,12,3,685
882,3143,41,3,643
883,4686,56,4,2300
884,2091,80,3,2803
885,4616,14,1,114
886,1037,54,3,1566
887,725,63,3,3475
888,988,65,1,344
889,803,116,5,2714
890,2583,119,3,998
891,3838,58,4,1578
892,527,96,3,1482
893,1666,21,3,151
894,1139,4,1,2158
895,460,73,1,2374
896,2553,120,4,2261
897,4421,115,2,3708
898,4675,46,1,703
899,2809,86,2,4143
900,2899,12,4,4788
901,3244,30,3,3592
902,4069,94,3,3098
903,2332,96,2,3692
904,4571,60,4,1104
905,3686,100,4,3228
906,632,71,1,3234
907,4799,81,2,1911
908,2457,65,1,4920
909,982,14,2,914
910,4655,111,1,631
911,4318,44,1,858
912,1557,108,4,105
913,2206,102,4,684
914,4444,26,3,4814
915,4985,91,3,3776
916,3956,109,4,1634
917,922,16,4,4992
918,405,110,1,1584
919,4773,7,3,4551
920,4685,32,4,2366
921,1621,89,2,2514
922,2953,95,2,660
923,3119,16,3,4559
924,1595,119,2,1513
925,566,105,1,1418
926,4800,78,3,2652
927,2869,89,4,2960
928,858,62,2,1177
929,1285,30,1,2966
930,585,120,4,1934
931,4328,71,5,2626
932,1246,12,1,821
933,52,67,2,1344
934,2164,91,1,1445
935,538,46,5,4776
936,541,83,5,845
937,815,43,1,977
938,1416,101,4,233
939,2839,55,4,4913
940,1653,45,5,1147
941,2666,60,3,2524
942,4515,106,3,2799
943,4063,71,4,1562
944,2357,113,3,1447
945,3811,80,4,1464
946,864,32,2,1331
947,186,8,4,4361
948,4357,113,2,3805
949,1552,77,5,4182
950,2208,62,3,1679
951,762,75,5,3519
952,4320,20,1,2117
953,1280,18,1,4117
954,4276,101,5,3137
955,4728,6,4,861
956,3695,84,4,4072
957,3282,96,3,4844
958,1537,110,5,4746
959,3165,108,1,698
960,2771,29,5,2302
961,1964,4,5,3843
962,3846,71,3,516
963,3436,43,4,3533
964,4711,84,1,3517
965,562,34,3,2664
966,2422,100,1,1182
967,4718,71,1,687
968,2136,33,4,4967
969,2062,15,4,2907
970,2181,116,3,3758
971,1961,96,2,2323
972,3880,86,3,4517
973,3280,120,3,2283
974,3885,40,2,2121
975,3271,93,1,4875
976,4688,89,5,3713
977,583,5,2,2469
978,1614,78,5,1459
979,1102,50,1,880
980,289,99,2,1636
981,3860,66,4,270
982,3061,89,3,4324
983,2927,54,2,2827
984,4103,80,2,4592
985,1184,46,1,2208
986,4336,80,4,1758
987,1447,11,2,1895
988,1750,49,4,2885
989,1904,99,5,496
990,3176,23,2,903
991,1078,55,4,3104
992,2378,5,3,3869
993,848,64,1,3389
994,2877,35,4,754
995,1240,93,1,1976
996,1333,111,2,367
997,3507,119,2,1192
998,2380,69,5,1568
999,4792,54,1,1421
1000,4123,3,3,1597
1001,3238,6,3,3179
1002,2366,87,4,1854
1003,2413,110,3,1608
1004,3175,56,1,921
1005,373,2,2,4075
1006,1950,82,1,2235
1007,245,94,1,1264
1008,1841,38,2,2672
1009,3428,56,1,4770
1010,125,5,3,786
1011,4633,46,4,1074
1012,2754,113,4,3387
1013,1920,11,1,605
1014,1636,65,2,1870
1015,1426,10,5,173
1016,1541,41,1,680
1017,531,116,1,3240
1018,4350,44,5,322
1019,3104,90,4,4107
1020,4757,33,4,996
1021,1802,91,5,2533
1022,1037,56,2,4052
1023,3729,114,1,2269
1024,4012,12,3,832
1025,3464,2,4,1564
1026,1143,1,4,922
1027,1756,65,4,556
1028,4841,33,2,2311
1029,1630,86,5,3434
1030,763,76,2,2239
1031,4890,103,4,3949
1032,4840,36,1,2483
1033,3958,21,4,4781
1034,558,84,1,413
1035,4622,36,1,2749
1036,840,26,4,1989
1037,3,47,4,3979
1038,1052,95,1,1589
1039,1405,1,2,1764
1040,157,38,2,2708
1041,1938,14,2,2632
1042,511,90,3,755
1043,3405,46,1,3818
1044,4783,42,3,4082
1045,1138,7,3,2774
1046,3915,55,1,4115
1047,3322,56,3,300
1048,4667,119,1,4629
1049,715,118,5,237
1050,2287,76,5,3163
1051,2655,63,1,1175
1052,991,24,1,1848
1053,4430,83,1,1575
1054,2161,73,2,3513
1055,4458,99,1,4004
1056,2145,4,4,4331
1057,2064,109,5,3246
1058,2604,42,5,548
1059,1978,96,1,168
1060,376,110,5,3732
1061,742,70,1,1290
1062,4486,28,1,1840
1063,2668,92,5,3832
1064,1241,40,5,2119
1065,3471,51,4,3292
1066,4920,29,3,3992
1067,2368,42,4,196
1068,2244,118,4,4572
1069,3550,69,5,1614
1070,418,5,4,1176
1071,607,101,5,108
1072,568,41,2,3152
1073,544,61,1,350
1074,884,55,3,459
1075,4799,28,2,2496
1076,1224,41,1,223
1077,2894,111,1,4829
1078,2069,9,3,4394
1079,3710,29,4,928
1080,1787,78,1,1534
1081,1458,38,3,2177
1082,1915,62,5,1215
1083,78,54,1,695
1084,3614,52,1,3186
1085,1309,104,4,2802
1086,648,34,4,2607
1087,2188,37,5,1844
1088,553,49,1,122
1089,282,42,4,425
1090,1282,14,3,362
1091,1847,82,1,3600
1092,2488,33,3,1685
1093,2794,118,2,532
1094,3712,98,5,659
1095,4200,92,4,2655
1096,4862,100,2,4244
1097,2777,109,4,1802
1098,1597,112,2,2588
1099,480,101,4,4789
1100,3313,87,5,4423
1101,3219,106,1,313
1102,1964,17,3,1765
1103,2143,75,2,2755
1104,3899,32,3,3578
1105,2073,101,3,3915
1106,1296,79,4,2897
1107,939,68,1,1141
1108,762,39,4,4662
1109,4750,94,3,2491
1110,1670,10,5,2471
1111,3863,87,1,1183
1112,2686,24,1,2825
1113,3900,100,3,2050
1114,1932,116,4,947
1115,3940,58,5,4771
1116,1127,69,2,644
1117,3298,101,4,4253
1118,4671,107,1,3989
1119,1204,64,4,2211
1120,4136,19,2,2272
1121,3773,101,5,2208
1122,520,117,5,479
1123,2284,8,2,1261
1124,4559,71,2,165
1125,483,40,3,897
1126,2478,13,1,1916
1127,3094,101,3,731
1128,343,27,4,1467
1129,1463,82,2,3875
1130,1203,88,3,3358
1131,1622,105,1,326
1132,2399,2,1,291
1133,3597,16,2,2899
1134,3536,14,3,1249
1135,2878,17,5,3103
1136,2391,60,2,3645
1137,3352,70,4,4294
1138,2914,99,3,4539
1139,1190,17,3,119
1140,2341,45,2,3800
1141,3581,38,3,2506
1142,1604,104,3,532
1143,3298,64,4,1099
1144,598,6,4,2758
1145,645,60,5,2634
1146,4544,112,4,4062
1147,2903,102,5,4525
1148,764,49,4,1790
1149,4831,21,5,434
1150,1643,99,4,2653
1151,2298,23,4,2610
1152,4697,76,2,2150
1153,2173,57,4,2816
1154,2161,64,5,2322
1155,3750,29,2,1971
1156,2923,27,5,1704
1157,580,6,4,1656
1158,3805,21,4,2445
1159,4879,71,5,2265
1160,2369,107,3,888
1161,3933,41,2,741
1162,4628,80,2,4401
1163,3361,5,4,3206
1164,4708,15,2,1551
1165,1101,21,5,3089
1166,1671,58,4,2404
1167,2221,4,2,2329
1168,4971,69,1,4403
1169,217,7,2,978
1170,376,35,5,3812
1171,1610,36,2,2489
1172,4107,15,3,1712
1173,3840,92,3,4573
1174,2940,2,4,4606
1175,4063,120,3,4578
1176,1614,57,5,3564
1177,3680,5,1,670
1178,4914,71,1,1274
1179,1297,86,4,379
1180,3997,113,4,2770
1181,4787,95,3,2652
1182,1156,32,5,2253
1183,4880,72,3,4209
1184,2367,41,5,2152
1185,2892,42,5,3166
1186,1973,75,1,3810
1187,785,65,5,957
